Prompt,Generated Text,i,MAX_LEN
Indian infrastructure,"Indian infrastructure sector attracted the maximum investments in the first half of 2018, with 36 per cent of total foreign direct investment (FDI) inflows, according to the Department of Industrial Policy and Promotion (DIPP).
The government has been trying to attract more FDI in infrastructural projects and has taken several measures to facilitate the same.
In the second quarter of the current fiscal, the infrastruc-ture sector was the top recipient of FDIs, attracting $4.4 billion, followed by the computer software and hardware sector, which received $1.6 billion. The telecommunications sector received the third highest FII in-flow of $923.2 million, as per the DIPP data.",579,193
Indian infrastructure,"Indian infrastructure development has been a priority for the Indian government. However, a lot of the infrastructural development is not sustainable.
The government is trying to improve the situation by introducing new policies and by increasing the use of renewable energy. This will help to reduce the carbon footprint of India and will also help in improving the quality of life of its citizens.",580,190
Indian infrastructure,"Indian infrastructure firm Dilip Buildcon Limited (DBL) has won the bid to build the Rs 5,448 crore (US$ 810 million) Mumbai Trans Harbour Link (MTHL). The company has been awarded the contract by the MMRDA ( Mumba Metropolitan Region Development Authority) to construct the 22.7km long sea link between Sewri and Nhava Sheva in Mubai. The MTH link will be a 12-lane, eight-kilometre-long cable-stayed bridge and a six-km- long tunnel, with a total length of 30.5 km.
The MTRH is expected to reduce the travel time between South Mombai and Navi Mbai from 90 minutes to 45 minutes. It is also expected that the project will increase the trade and traffic in the",581,194
Indian infrastructure,"Indian infrastructure development firm GMR Group has said that it will sell its stake in a wind power project in South Africa to South African power utility Eskom for $1.1 billion (£640 million).
The deal will see GML sell a 49% stakes in the 100 MW Coega wind farm in Eastern Cape to ESKOM, which will pay $4.50 per MWh of electricity generated from the plant.
GMR said it had been in discussions with Eskim for the past 20 months. The sale is expected to be completed in 30 days. GMRL said the sale was part of its strategy to divest non-core assets. It is also selling its 5% share in Delhi International Airport Ltd.",582,197
Indian infrastructure,"Indian infrastructure sector poised for growth, says report
India’s infrastructural development is set to be the biggest beneficiary of the country’...
China to build world's largest floating nuclear power station
Beijing: China is planning to construct the world’ largest nuclear plant on a floating platform,...",583,181
Indian infrastructure,"Indian infrastructure investments in the US are expected to grow from $1 billion to $5 billion in 2012, according to a report released by the Federation of Indian Chambers of Commerce and Industry (FICCI).
Indian infrastructural investment in US is expected
to increase from US$1.0 billion currently to US $ 5.2 billion
by 1st quarter of 09-10
The report titled 'India-US Infrastructure Partnership' says that the current level of investing by Indian companies in infrastrucutre in United States is around $3 billion.
""Indians have invested in a wide range of infrastruture in America. This includes investements in real estate, hotels, retail, IT, manufacturing, education and healthcare,"" said the report. ""The Indian community in USA is a key contributor to the economy of",584,193
Indian infrastructure,"Indian infrastructure: the next big thing
India’s infrastructural landscape is set to change dramatically over the coming years. With the country’...
Investing in infrastrucutre in India
The Indian government has been making efforts to increase the share of infrastru...",585,195
Indian infrastructure,"Indian infrastructure companies are set to witness a surge in investments in the coming months as the government seeks to ramp up spending on infrastructural projects to stimulate the economy.
The government is looking to spend Rs 600,018 crore on roads, railways, power, ports and water supply in 2021-22, up from R 426,788.48 in fiscal 19- 9, according to data from the finance ministry. The government had planned to invest RS 5.5 trillion in infrastrucutre in five years from 30.12.23. However, the investment was slashed to R S 81 trilion by 03/25/17. Investment in infra projects has been a key area of focus for the Modi government, which is trying to boost economic",586,200
Indian infrastructure,"Indian infrastructure sector to grow 9% in FY17
Indian infrastructural sector is expected to see a 7-9 per cent growth in the current fiscal, with the government focusing on completing stalled projects, according to a report.
New Delhi: Indian Infrastructure Sector is set to witness a growth of 6-8 per
cent in 2016, and 5-7 per incent by 3006. The
government is focussing on completion of staled
projects, said a recent report by PwC. ""The
infrastructurse sector in India is estimated to have
recorded a healthy growth rate of around 8-10 percen
t in fisca 15, despite the slowdown in some of the
sectors,"" PWC India Partner and Leader",587,188
Indian infrastructure,"Indian infrastructure sector to attract $1 trillion investment by 2047: Report
India’s infrastructural sector is expected to receive $823 billion in investments between 1990 and 40, and $971 billion between FY21 and Fy41, according to a report by the Asian Development Bank (ADB).
The infrastrucutral sector, which includes transport, power, water and sanitation, urban development, health and education, is set to grow at a CAGR of 7.7 percent between now and fiscal 31.
Infrastructure investing is a good way to make money, but only if you know what you are doing. (Reuters)
“Indian infrastruture sector will attract a cumulative investement of $765 billion during the period of Fiscal Year",588,187
Indian infrastructure,"Indian infrastructure sector to attract $1 trillion investments over 5 years
Amidst the Covid-19 crisis, India’s infrastructural development has been gaining pace, with investment commitments amounting to $ 100 billion in the first half of 2021.
The Indian government has set a target of $4.5 trln for infrastruture investements by 31 March 45, 012, which is expected to generate 90 mn new jobs. (Representational Image)
India’ s infrastrucuture sector is set to receive investmnets worth $50 bn from the private sector by March next year, a top official said on Thursday. Amidst Covd-9, the Indian governemnt has also announced an infrastrcutural package of Rs 83,036 crore to boost the infrastrct",589,195
Indian infrastructure,"Indian infrastructure sector to witness a boom in 2016
FDI inflows in the infrastructural sector in India have grown significantly over the last few years, and the country is now the second largest recipient of FDI after China. The sector has been witnessing a lot of investments from foreign companies and is expected to attract more investment in coming years.
According to a report published by the Asian Development Bank (ADB), India’s infrastruc­ture sector is set to grow at a rate of 8.5 per cent in FY21. This growth is likely to be aided by a number of factors, including an increase in private invest­ments, an improvement in global trade, a pick-up in public investme­nts and a rise in demand from the manufacturing sector. In addition, the government is also expected
to step",590,184
Indian infrastructure,"Indian infrastructure is one of the most underdeveloped in the world. India has a vast population and a very large land area. But its infrastructural facilities are very poor. The country has one railway track for every 1100 sq. km. of land. In comparison, China has 2 railway tracks for 305 sq km of its land and the USA has six tracks per 901 sqkm. Of the total 53,080 km railway network, only 6,885 km is electrified.
The country’s highways are in a deplorable state. There are only about 82,509 km roads in India. And only half of these are paved. This is only one-third of what China and USA have. China alone has more than 70, 063 km pave roads.",591,186
Indian infrastructure,"Indian infrastructure, real estate sectors to be major beneficiaries of GST: Report
Indian infrastructural and realty securities are likely to emerge as the biggest benefactors of the GDP-boosting Goods and Services Tax (GST) regime, which is set to roll out from July 1, a report said.
Infrastructure and Real Estate sector is likely be the major gainers of Good and Service Tax. Image source: Reuters
Goldman Sachs in its report titled ""Gearing Up for Gst"" said that the implementation of a unified indirect tax regime will reduce the tax burden on the infrastrucutre and the real-estate sector, and help the government meet its fiscal deficit target of 3.2 per cent of gross domestic product (gdp) in the current fisical year. The report further said",592,189
Indian infrastructure,"Indian infrastructure sector is poised for growth, but is facing challenges like lack of funds and skilled manpower.
India is the world's fastest growing economy and the government is spending heavily on infrastructural development. The infrastrucutre sector in India is witnessing a rapid growth with the country aiming to have 100 smart cities by 2022. In order to achieve this goal, the Government has been taking various initiatives to boost infrastruture development in the nation. There are various opportunities in this sector for the youngsters. They can join this industry and contribute to the growth of the sector. India'a infrastrcuture sector has a huge potential for investment and there is a need for more skiled manpowers to meet the growing demand. This is why the industry is offering a wide range of opportunites to those who want to build their career in infrastruction sector of",593,191
Indian infrastructure,"Indian infrastructure investments in the United States
India is a major investor in infrastructural projects in North America. The Indian government has allocated $3.5 billion to invest in US infrastrucutre.
The US-Indian relationship is one of the most important bilateral relationships in today's world. India is the largest democracy and a key partner for the US. It is also the world' s fastest growing economy. Both countries have a shared interest in promoting peace and stability in South Asia. In addition, the two countries are working together to fight terrorism and extremism. They are also cooperating on a number of other issues, including energy security, climate change, and trade. There are many reasons why the relationship between India and the U.S. is so important. For one, India has a large and growing population, which is increasingly becoming more prosperous. This means that India will be a growing market",594,195
Indian infrastructure,"Indian infrastructure sector will need $1 trillion investment in the next five years to meet the demand of the growing population, and the government is looking at the private sector to fill the gap, said a senior official.
“India is a $2.5 trn economy. We need to build $700 billion worth of infrastructures in five to six years. The government alone cannot do it. So, we need the support of private players,” said Nitin Gadkari, Minister of Road Transport and Highways. “We have to think out of box. I am going to make a new model for the development of highways.”
The minister said that the infrastrucutre sector is the backbone of any economy, but India is lagging behind in this area. He said the country has a population of 1.3 billion and it needs to invest $ 250-30,0.0 tril",595,196
Indian infrastructure,"Indian infrastructure sector is witnessing a huge surge in investment and demand.
The Indian government has launched a number of initiatives to boost the growth of infrastructural projects in the country. The government aims to increase the investments in infrastrucutre by 10% to 45% over the next five years. It has also set a target of 8% of the GDP to be invested in urban infrastruction by the year 2022. This is a big step towards the development of urban areas. In addition, the government is also planning to invest in new infrastrcture projects such as railways, roads, ports, airports and telecommunications. These projects are expected to create a lot of job opportunities in India. With the increasing demand for infrastrcure, there are many opportunites for investors to make a profit. There are a few things that you need to keep",596,191
Indian infrastructure,"Indian infrastructure sector needs to become more competitive and adopt new technologies: Nitin Gadkari
Gadakari said that the government is focusing on making the infrastructural sector more efficient and reliable.
Union Minister Niranjan Jyoti and NITI Aayog member V K Saraswat inaugurate the 6th edition of Smart Cities India Expo
The 4-day event will see participation from more than 200 companies and is expected to attract more 10,014 visitors.",597,182
Indian infrastructure,"Indian infrastructure development company GMR Infrastructure said on Friday it had received a notice from the Delhi High Court seeking an explanation over the alleged violation of the Foreign Exchange Management Act (FEMA).
The company said it was yet to receive a copy of a petition filed by a firm called NBW Developers Pvt Ltd, which has allegedly made a complaint against the company.
""The Company is yet awaiting a certified copy and the contents of such petitions and hence is not in a position to comment on the same,"" GMRIL said in its statement.",598,191
Indian infrastructure,"Indian infrastructure needs Rs 50 lakh crore investment over 10 years: Report
The country’s infrastructural needs have been estimated at R 48.6 lacs cr for the next 8-12 years, which is equivalent to 22% of the GDP.
India’ s infrastrucutre needs a whopping R s 38 lahcs crores investments over the coming 6-8 years. (Reuters)
Country’’ infrastruction needs are estimated to be at over R39 laks crows over next few years
This is equal to over a quarter of India’;s Gross Domestic Product
Investment in infrastruture is critical for India to achieve its 7% growth target
Over the past decade, India has been experiencing a high growth trajectory and has the potential to become a $5 trillion economy by 0",599,199
Indian infrastructure,"Indian infrastructure is on the cusp of a revolution. The government is investing heavily in the sector. Investors are looking for projects to invest in.
India is the world’s third-largest construction market, with an estimated market size of $1.3 trillion. This number is expected to grow to $3.4 trn by 2025. India’ s infrastructural growth has been largely driven by the government’’ investments in roads, railways, ports, and airports. These investment are expected t
o increase further in coming years. As a result, there is a lot of scope for investors to make money in infrastru
cture in India. Here are some of the best infrastruc
ture projects in which you can invest:
The Indian government has planned to build 100 smart cities across the country. There is huge potential for",600,190
Indian infrastructure,"Indian infrastructure sector: A case study of Delhi Metro Rail Corporation
Amit Singh, Gurdeep Singh
Infrastructure development is the backbone of the development of any nation. The Indian government has also recognized the importance of infrastructural development. Infrastructures are required to support the growth of different sectors of economy. It is necessary to provide the required infrastrucutre to industries so that they can produce efficiently. For this purpose, the government is investing in different infrastruture projects. One of these projects is Delh Metro rail. This paper deals with the Delhit Metro railway project.
The Delhis Metro is a rapid transit system serving Delhim, India. Delhip Metro was inaugurated on 24 December 1996. Since then, Delhips Metro has become one of India's most successful public transport systems. There are currently 7 lines in operation",601,186
Indian infrastructure,"Indian infrastructure firm Cube Highways and Infrastructure has acquired a 100 per cent stake in Cox & Kings Investments, a unit of C&K Group, for an undisclosed sum. CX Partners and Everstone Capital had earlier picked up a majority stakes in the firm.
Cube is an investment vehicle set up by Everest Capital and CIIC Innovations. The acquisition of the unit is a part of its strategy to enter the road asset management business. It has also made investments in IndiGrid and IRB Infratech.",602,181
Indian infrastructure,"Indian infrastructure firm Jindal Steel and Power Ltd (JSPL) has said it has signed a memorandum of understanding (MoU) with the Indian Institute of Technology (IIT), Delhi, to collaborate in research and development (R&D) and to establish a centre of excellence for the steel industry.
The MoU was signed in the presence of India's minister for steel, Chaudhary Birender Singh, and IIT Delh'i director, Prof V Ramgopal Rao. The collaboration is expected to enhance the competitiveness of JSP'S steel products and create value for its customers, the company said in a statement. It added that the centre will also serve as a knowledge hub for other Indian steel companies.",603,182
Indian infrastructure,"Indian infrastructure sector is growing at a rapid pace and the Government of India is taking several initiatives to develop the sector. The Indian government is focusing on the development of ports, roads, highways, railways and airports.
The government has planned to spend around Rs 4,00,721 crore on infrastructural development in the next five years. Out of this, the government plans to invest RS 1,37,226 cr on roads and high-ways. Around R 2,63,495 cr will be spent on ports and R S 31342 cr to build airport infrastrucutre. Roughly R s 80518 cr is planned for rail infrastruacture. In addition, around 540 billion dollars is expected to be invested in power",604,181
Indian infrastructure,"Indian infrastructure sector has been witnessing a significant growth in recent years. The country has seen a major boom in the infrastructural development, which has resulted in a large number of infrastrucutural projects being undertaken. Infrastructure projects are an important part of the Indian economy and they have a huge impact on the country’s development.
The infrastrcture sector in India is a very large and complex one. It is divided into various sectors such as roads, railways, airports, ports, telecommunications, water supply and sanitation, electricity, etc. Each of these se
What is the Investment Opportunities in Infras
Infrastructures are the backbone of any economy. They are essential for the growth of a country. There are many investment opportunities available in infrastru
How to Increase Income in",605,181
Indian infrastructure,"Indian infrastructure projects to attract $1 trillion investments: Report
Indian infrastructural projects are set to receive $900-1050 billion worth of investment in the next five years, a report said.
The report by PwC said that the government’s plans to spend $2.3 trn on infrastrucuture by 2022 would help attract the investors. (Reuters)
“India’ s infrastruture sector is expected to see $803-954 billion of private investmenets over the coming five year period, which is almost double the $433 billion seen in 11 years between 09/19,” PWC Partner and India Infrastructure Leader Prashant Mehra said in a statement. “Investors are looking at the new",606,181
Indian infrastructure,"Indian infrastructure sector has been undergoing a significant transformation with the government focusing on development of new infrastructural projects, as well as improving the existing ones.
The country has a long way to go before it can match the global standards in terms of infrastruture development, but the pace of development is certainly on the right track. The government is also focussing on developing smart cities, which will have a major impact on infrastrucuture sector in the long run.",607,183
Indian infrastructure,"Indian infrastructure is poised to witness significant growth in the next few years. Infrastructure investments in India are expected to increase from US$ 500 billion to US $ 1 trillion by 2022.
The government has taken several initiatives to facilitate growth of the infrastructural sector in recent times. It has set a target of increasing investment in infrastruc-ture to 4% of GDP by FY 30. The government’s ambitious ‘Make in india’ initiative has also been instrumental in promoting growth. India is set to become the world’ s third largest construction market by volume and the second largest by value by the end of 60s. This will be driven by a large number of projects in areas such as power, roads, urban infra-structure, ports, airports, and railways. These projects are also",608,190
Indian infrastructure,"Indian infrastructure is at the cusp of a revolution, with the government making a concerted effort to improve the quality of infrastructural services and create a conducive environment for private investment.
The government has set a target of investing US$ 1 trillion in infrastruc-ture over the next five years, which will involve a major push to the rail, road, aviation, urban development and port sectors. Investments in the power sector are also expected to be significantly higher, given the country’s energy shortage. The government is also working on a National Urban Infrastructure Fund to leverage private capital for urban infrastru-
India’S In-Fluence On The Global Innovation Index
According to a recent report by the Confederation of Indian Industry (CII), India has been ranked 64th among 82 countries in terms of",609,189
Indian infrastructure,"Indian infrastructure sector poised for a robust growth
Courtesy: The Hindu Business Line
The Indian economy is poising for robust and sustainable growth in the coming years. This is evident from the various policy initiatives taken by the government in recent years to improve the ease of doing business and the overall business climate in India. The government has taken steps to liberalise the FDI policy, reduce the corporate tax rates and simplify the tax laws. In addition, the Insolvency and Bankruptcy Code (IBC) has been enacted to streamline the insolvencies in a time-bound manner.
Infrastructure is the backbone of any economy and its development is crucial for the growth and development of the economy. India has a vast infrastructural landscape which needs to be developed and modernised. It is estimated that India needs investments of USD 1",610,186
Indian infrastructure,"Indian infrastructure sector is expected to grow at a CAGR of 12% to reach US$ 750 billion by 2025.
Investment in infrastructural development is critical for India to achieve its growth aspirations. India’s infrastrucutre sector, which includes sectors like power, roads, ports, airports, railways, water, wastewater management, urban infrastrcture, etc., is currently valued at USD 400 bn. It is estimated to increase to US $704 b in 5 years. The sector has been growing at 8-9% annually in the last decade. This growth is driven by the government’ s efforts to boost infrastruction and its increasing focus on private participation in this sector. Investments in power and roads securities are expected increase by",611,181
Indian infrastructure,"Indian infrastructure sector is set to be the fourth largest globally, by 2025. The sector has a potential to generate US$ 1 trillion in investments, and create 40 million jobs in the next five years.
The government’s initiative to increase investment in infrastructures to USD 500 billion in next three years is a big boost to the sector. This will not only increase the pace of economic growth but also create employment opportunities. It will also lead to an increase in exports and attract foreign direct investors. In addition, the government has also announced the construction of 30,056 km of highways, which will lead the infrastrucutre sector to grow at a rate of about 9.5 per cent annually.",612,191
Indian infrastructure,"Indian infrastructure is going through a huge boom, and this is a good thing. The booming infrastructural growth is creating a need for more skilled manpower to fill the jobs. Infrastructure companies are looking for talented people to join their workforce. If you are interested in joining this industry, then you need to learn the basics of infrastrucutre.
Infrastructurally, India is growing at a rapid pace. This is due to the fact that the government is investing a lot of money in infrastruture. India has a long way to go before it can match the infrastricture of developed countries like the US and Europe. However, the country is making a great effort to improve its infrastrure. It is also important to note that infrastruction is not just about roads and bridges. There are many other aspects of it, such as water supply, power generation, telecommunications, etc",613,189
Indian infrastructure,"Indian infrastructure market has been growing at a rapid pace in recent years. The country’s infrastructural development has gained momentum in the last decade or so.
India is the fastest growing economy in Asia and the fourth largest in terms of nominal GDP. Infrastructure is a key driver of economic growth in India. With the government’ s focus on infrastrucutre development, the sector is expected to grow at 8.5 percent in 2018-19. This is up from 7.4 percent last year. It is also expected that the infrastruction sector will contribute 9 percent to the country's Gross Domestic Product (GDP) by 3038, up 10 percent from the current level. India’S infrastrure sector contributes 5.9% to GDp. As of 4th quarter 0f 6th financial year,",614,193
Indian infrastructure,"Indian infrastructure sector has seen a boom in the past few years, and it is likely to continue in future. With the government’s ‘Make in India’ initiative, there is a huge demand for infrastructural development across the country.
The Indian Infrastructure market has been experiencing a significant growth in recent years. The government is focused on developing infrastrucutre to meet the needs of the growing population and to improve the quality of life. There is also a focus on improving the efficiency and reliability of infrastruction. This is expected to lead to a higher demand and greater investment in infrastrutcture in coming years
India’ s infrastrctural sector is one of its most important industries. It accounts for around 30% of India s GDP and employs over 200 million people. In recent times, India has made significant progress in developing its infrastrcure,",615,190
Indian infrastructure,"Indian infrastructure sector will need to invest US$ 2 trillion by 3035 to achieve the target of US $5 trn GDP
Given the huge infrastructural gap, the infrastrucure sector in India will have to attract USD 100 billion of foreign direct investment (FDI) annually to meet the demand for the next 50 years, said a report by consultancy firm Deloitte.
“The Indian economy is growing at a fast pace and it will be the third largest economy by the end of 8-9 years,” said Delhi-based partner at Deloit, Amit Doshi. “India is an attractive destination for investments in infrastruture. But to do so, we will require US Dollars 40-55 billion annully for next five years.”
The",616,180
Indian infrastructure,"Indian infrastructure to get a boost with Rs 10 lakh crore investment
Bengaluru: The government of India has announced a R1 lacs cr investments in the country’s infrastructural sector. The investors are encouraged to invest in various sectors including roads, railways, power, urban infrastru...
India, China to sign 35 agreements during Xi Jinping visit
New Delhi: India and China will sign a total of 27 agreement, including on civil nuclear cooperation, during Chinese President X...",617,187
Indian infrastructure,"Indian infrastructure sector is growing at a rapid pace and it is becoming one of the most attractive destinations for investment. The government has introduced various initiatives to develop infrastructural facilities and to boost the infrastrural sector. In order to promote the growth of infrastrucutre sector in India, the government is also introducing various policies to improve the efficiency of this sector and also to increase the investments in this.
The Indian government launched the National Infrastructure Pipeline (NIP) in October 2019 with the aim of creating a roadmap for infrastruction projects over the next four years. This pipeline is a part of a larger plan to revamp the country's infrastruture sector, which is currently facing several challenges, including a lack of funding and a shortage of skilled workers. According to the NIP, there are a total of 7,40",618,185
Indian infrastructure,"Indian infrastructure sector to get Rs 1,48,001 crore investment in 2021: Report
Indian infrastructural sector is expected to receive investments worth R 5.5 lakh cr in the next five years, which will create 6 cr jobs.
The Indian Infrastructure Sector is set to attract investors worth around R1.4 lacs cr this year, according to a report by CRISIL. The report further stated that the investor interest is mainly due to the government’s push for infrastrucure development. This investement is also expected increase the employment opportunities in this sector. It will generate around 40 laks jobs in next 3 years.",619,193
Indian infrastructure,"Indian infrastructure sector needs Rs 100 trillion investments
India needs an investment of R1.0 lakh crore (Rs one trillon) in infrastructural development in the next five years to meet the needs of its growing economy, according to a report.
The report, 'The Infrastructure Imperative: India's Need for $1 Trillions Investment in Infrastucture' by the Federation of Indian Chambers of Commerce and Industry (FICCI) and consulting firm KPMG, said that the country needs to increase the investible surplus by R20,01,525 cr to R30.6 lacs cr. (Reuters)
“Indian economy needs investable surpluses of around R 23.2 lakhs cr ( R two laks thirty two thousand cr) for the period 09",620,196
Indian infrastructure,"Indian infrastructure development company, IRB Infrastructure Developers, has secured a $130m loan from a consortium of lenders to fund its new road project in Maharashtra, India.
The loan was secured from the Bank of Tokyo-Mitsubishi UFJ, Bank Of India, ICICI Bank and State Bank. The loan is for a period of 15 years, with a moratorium period for five years.",621,188
Indian infrastructure,"Indian infrastructure sector to grow by 7-8% in FY20: Report
Indian infrastructural sector is expected to see a growth of 6-7 per cent in the current fiscal, and 8 per...
China's top legislature passes law to protect personal information
The Standing Committee of the National People' s Congress (NPC) approved the Personal Information Protection Law on Tuesday.
Sri Lanka to borrow $1.5 billion from China to finance infrastrucutre projects
A Chinese government delegation led by the country'...",622,198
Indian infrastructure,"Indian infrastructure sector: A major booster for the economy
India’s infrastructural development has been a major growth driver for its economy. Infrastructure development is essential for a country to be able to compete in the global market. It is the backbone of any economy and plays a crucial role in its growth.
The infrastruture sector in India is one of the fastest growing sectors in terms of investment and employment. The sector has seen a lot of development in recent years and is expected to continue to grow in future. This article will discuss the major infrastrucutre projects that are currently underway in india. We will also look at the impact of these projects on the Indian economy as well as the challenges that the sector faces.",623,186
Indian infrastructure,"Indian infrastructure is a mixed bag. It is highly fragmented and the quality of construction varies from one region to another. The quality and standards of the infrastructures in India are at par with the developed world. However, there are some areas where the country lags behind.
The government has been taking measures to improve the overall infrastruture of India. Some of these measures include the construction of highways and railways, and building of bridges and dams. In addition, the government is also working on improving the water supply system and sanitation facilities. These initiatives will help to make India a more prosperous country in the future.",624,181
Indian infrastructure,"Indian infrastructure sector needs to be more investor-friendly, says Amitabh Kant
India’s infrastructural sector has seen a lot of development in the past few years. The country has also been a favourite for foreign investors.
However, there are some areas where the country needs improvement. In an exclusive interview with Moneycontrol, Amiabhtab Kant, CEO, NITI Aayog, said that India needs more foreign direct investment (FDI) in infrastrucure. He also said the government is working on some key reforms to make the sector more attractive to investments.",625,190
Indian infrastructure,"Indian infrastructure, especially in the power sector, is facing a severe shortage of funds. The government is trying to address the problem through a number of initiatives. One such initiative is the National Investment and Infrastructure Fund (NIIF).
The NIIFL is a fund set up by the government to invest in infrastructural projects in India. It is managed by a professional fund manager and has a corpus of Rs. 40,00 crore.
So far, the NIFL has invested in a few projects, including the Delhi-Mumbai Industrial Corridor and the Chennai-Bangalore Expressway. These projects are expected to create jobs and boost economic growth. However, there is no guarantee that the fund will be able to make profits. Moreover, it is not clear how much money the invest",626,182
Indian infrastructure,"Indian infrastructure and energy sector is set to grow by 20% over the next five years, driven by the country’s strong growth in urbanisation, industrialisation and its ambitious infrastructural development plans, according to a report by global professional services firm KPMG.
The report, titled ‘India Infrastructure & Energy Outlook 1015’, said that the infrastrucutre sector in India is expected to be worth US$ 550 billion by FY 09-16. This is a 35% increase over US $400 bn in Fy 99 to F y 4. The report also said the Indian government is aiming to increase the sector’ s contribution to GDP to 7% from the current 6%.
According to the report India’’ infrastruture sector comprises 81% of the total GVA (Gross Value Added) and ¾",627,200
Indian infrastructure,"Indian infrastructure has come a long way from the days when it was considered a risky investment. Investment in infrastructural projects has been one of the most popular investments in India for the past decade. This is because of its low risk and high return potential.
Investing in Infrastructure in the US
The US is one country that has a huge infrastrucutral sector. The infrastruction sector in US includes roads, railways, airports, ports, power plants, water treatment plants and other such facilities. These facilities are essential for a country’s economy to grow and develop. They also provide jobs for people. But the infrastruture sector has not been able to keep pace with the country's growing needs. As a result, there is a shortage of infrastrutural facilities in many parts of US. To meet this need, many investors are investing their money in this sector by investin in projects that are related to infrastrution",628,200
Indian infrastructure,"Indian infrastructure development company L&T Construction has announced that it has been awarded a contract for a new 1,008 MW coal-fired power plant in India.
The project will be located in the state of Odisha and will consist of two units of 504 MWe each. The contract is valued at INR 26.9 billion (US$390 million).
L& T Constructions said that the contract will have a positive impact on its order book of IN 68.7 billion ($1 billion) as of September 30, 021.",629,194
Indian infrastructure,"Indian infrastructure sector to grow at 11%
A recent report by global financial services major Morgan Stanley estimates the Indian construction and infrastructural sector will grow by 9-10% in 2012-23.
The report said that the country’s construction industry will be the second fastest growing after China, and will account for 6.5% of India’ s GDP by the end of the 5-year period. The report also stated that India will spend $1 trillion on infrastrucutre in the next five years.",630,183
Indian infrastructure,"Indian infrastructure, which has grown at a CAGR of 10% over the last five years, is estimated to reach $1 trillion by 2022.
The Indian economy is on the cusp of a major transformation. India is set to become the world’s fifth-largest economy by GDP (at current prices) by the end of the current fiscal year, according to the International Monetary Fund (IMF).
This growth is being driven by a number of factors, including rising incomes, a young and growing population, and a rapidly expanding middle class. As a result, the Indian government is investing heavily in infrastructural development, with plans to spend more than $400 billion on infrastruture projects over a five-year period. This spending is expected to create millions of jobs and drive economic growth. In addition, India’smilitary modern",631,190
Indian infrastructure,"Indian infrastructure, logistics sector to get boost from GST
Indian infrastructural and logistical sectors are set to receive a boost with the implementation of the Goods and Services Tax (GST), according to a report by the Federation of Indian Chambers of Commerce and Industry (FICCI).
The report said that the Gst will help in the creation of a unified market, which will lead to better integration of India’s infrastru
China-Pakistan Economic Corridor: A new trade route for the world
Economic corridors are a new phenomenon in international trade.
In the past, trade routes were built and used by countries to trade with each other. Today, economic corrdors, are being built to connect countries with their trading partners. The China-
Air freight rates: What is the impact of US-Chinese trade war on shipping industry?
As the US",632,200
Indian infrastructure,"Indian infrastructure sector set to grow at 9% annually: Report
Indian infrastructural sector is expected to expand at a compound annual growth rate of 8.6 per cent in the next five years, according to a report.
The report was released by the India Brand Equity Foundation (IBEF) and Cushman & Wakefield. (Reuters)
“India’s infrastrucutral sector, which includes roads, ports, airports, railways and urban infrastruture, is set for a period of robust growth,” the report said. “The sector has attracted investments of more than USD 20 billion in 11 major projects in FY16, with 70 percen of this investment going into roads and rail infrastrucre.”
It said that the government’ s focus on the infrastrutural development will help the sector to achieve the target of US$ 5 trill",633,197
Indian infrastructure,"Indian infrastructure to get $1 trillion boost
The government has proposed to spend $ 1.05 trn over the next five years on infrastructural development, including power, roads, railways, urban infrastrucutre and telecommunications.
""The investment will be made in power sector, road sector and rail sector. We are also planning to invest in urban development and in telecom,"" Minister of State for Finance Namo Narain Meena said. He was speaking at a conference on 'Emerging Trends in Infrastructure' organised by CII. ""We have proposed an outlay of Rs 22,00,283 crore for the infrastrcture sector in the current fiscal,"" he added. The government is also going to set up an infrastructural fund. It is expected to have an initial corpus of $50 bn and will have a life of 40 years",634,199
Indian infrastructure,"Indian infrastructure companies are likely to get a boost from the government’s plan to allow foreign investment in the sector, said a report by a leading research firm.
“We are expecting a positive impact on the overall infrastructural growth and development of the country,” said the report. It added that the move will help improve the infrastruture in India and will also provide a fillip to the economy.",635,182
Indian infrastructure,"Indian infrastructure: Where to next?
The Indian economy has been growing at a rate of 9% per year, and the country is expected to be the fastest growing economy in the world over the next decade. The country has also been the second largest foreign investor in real estate in recent years.
But while the Indian realty sector has seen a lot of activity, the infrastructural sector remains largely underdeveloped. Investors are looking for new ways to invest in India, but are finding it hard to find projects that are financially viable. With the government focusing on infrastrucutral development, investors have been looking at projects related to the sector. But the lack of financing has led to many projects being put on hold. What does the future hold for infrastruture projects in Indai?",636,194
Indian infrastructure,"Indian infrastructure investment trusts (InvITs) and real estate investments trust (REIT) are expected to be listed on stock exchanges in the next few weeks.
The Reserve Bank of India (RBI) has permitted the country’s first InvIT to raise Rs 4,005 crore by selling units in a public issue. The Invit, India Grid Trust (IndiGrid), will sell 20 per cent of its units to the public, and the rest will be sold to anchor investors. Indi Grid will use the funds to acquire and maintain electricity transmission assets. It has already raised R1,506 cr from anchor buyers.",637,190
Indian infrastructure,"Indian infrastructure sector is expected to receive a major boost with the government’s decision to allow 100% FDI under the automatic route in the construction development sector. The sector has been a key driver of growth in India, contributing 8% to the country’...
Indian infrastructural sector received a big boost from the Union Cabinet on 20 September 017 when it approved the proposal to raise foreign direct investment (FDI) limit in construction sector from 74% at present to ​1...",638,195
