Category,Prompt,Generated Text,i,MAX_LEN
Indian infrastructure,Human resources and infrastructure for eye care in India: current status,"Human resources and infrastructure for eye care in India: current status and strategies
View/Open
HR_eye_care_India_2013.pdf (1.8Mb) / VIEW
Files in this item
Description
Author's manuscript
This is the version of record.
More information
Permanent Link...
Items
- [if-you-see-this-DO-NOT-DELETE] :
-.",228,188
Indian infrastructure,"Infrastructure and interpretation: meters, dams, and state imagination in Scotland and India","Infrastructure and interpretation: meters, dams, and state imagination in Scotland and India
- Publisher:
Journal of Historical Research in Marketing, Sales, & Service
Print ISSN: 2164-6651
Online ISSN:.",229,180
Indian infrastructure,Nonlinearity between infrastructure inequality and growth: Evidence from India,"Nonlinearity between infrastructure inequality and growth: Evidence from India
AbstractIndia is the 11th most unequal developed economy, and it is also an under-performing economy in terms of growth. The authors find that there are three sources of this underperformance. First is underinvestment in infrastructure. They show that the infrastructure investment gap, which is estimated as a ratio of infrastructure to GDP, explains about one-fourth of the growth gap between India and the average growth of advanced economies from 1960 to 2012. Second is an infrastructure quality gap which, they say, may explain as much as 25% of India's growth performance. Third, infrastructure is a significant impediment to the country'S potential for growth as measured by the output per capita. Overall, the authors' findings suggest that addressing India""s infrastructure gap should be a priority for policy makers to promote faster: 1
Contact details of provider:
Web page:.
- Aperg",230,187
Indian infrastructure,India's Cross-Border Infrastructure Initiatives in South and Southeast Asia,"India's Cross-Border Infrastructure Initiatives in South and Southeast Asia
The 21st century is seeing a resurgence of infrastructure as a tool for economic development, especially in the context of South-South Cooperation. India’s recent initiatives, in both bilateral and multilateral arenas, are part of these efforts. In this regard, it is important to understand how these initiatives are evolving, and their relevance to the South Asian Region and beyond, as the region grapples with a range of cross-border infrastructure needs.
A recent study, funded by the Government of Germany, undertaken by India' s Institute for Defence Studies and Analyses (IDSA) provides an insightful overview of India s cross border infrastructure initiatives as well as those of China and Japan. The study is available in English.",231,200
Indian infrastructure,"Lead the district into the light: Solar energy infrastructure injustices in Kerala, India","Lead the district into the light: Solar energy infrastructure injustices in Kerala, India
- By:
The study of the impacts of solar power projects on local societies and the environment is crucial to ensure a sustainable future for both. Yet, to date, research has largely failed to address the issue of power inequalities, which can be seen as the key driver behind the rapid development and expansion of renewable energy systems. In India, the state government has been implementing renewable projects across the country to meet the growing demand for electricity. Kerala is at the forefront of this development in the south, having installed more than 3,800 MW of grid solar in just over ten years. The expansion has led to a surge of new projects and a proliferation of land acquisition in order to access sufficient land for development. But the local communities are often not consulted and their views disregarded in planning. This paper investigates the social, environmental and economic impacts on communities in two different districts. It highlights how power inequality is reproduced as land rights are not protected; how communities",232,192
Indian infrastructure,Factors affecting the success/failure of road infrastructure projects under PPP in India,"Factors affecting the success/failure of road infrastructure projects under PPP in India are examined. The study shows that in the last two decades, road and highway infrastructure in private-public partnership has increased from one to 25. This study identifies the reasons behind these developments. It shows a number of factors that affect road construction in public-private partnership projects. These include, the political and legal framework, institutional arrangements, financing, and contracting mechanisms. Based on the analysis of the factors, a set of policy recommendations is suggested.",233,198
Indian infrastructure,"Spatial data infrastructure in India: Status, governance challenges, and strategies for effective functioning","Spatial data infrastructure in India: Status, governance challenges, and strategies for effective functioning (2022).
Author(s)Rathore, Manoj Kumar; Srivastava, Neha; Gaur, Prashant Kumar
Alternative title
Status, challenges and governance strategies related to spatial data in Ind
MetadataShow full item record
Open access status
Citation
Manik Rathore,Neha Sravastva & Prassant G. 2020. Spatial data infrastructures in india: status, gouverannce issues,... [and] strategies. Hyderabad.
Version: Publisher's PDF
ISSN
978-81-9461-000-3",234,181
Indian infrastructure,Do governance quality and ICT infrastructure influence the tax revenue mobilisation? An empirical analysis for India,"Do governance quality and ICT infrastructure influence the tax revenue mobilisation? An empirical analysis for India
AbstractThe main objective of this paper is to study the impact of governance qualities and information and communications technology (ICT) infrastructure on the performance of tax collection in the country of India. It is argued that the quality of political institutions is the key determinant of the overall tax performance. In particular, it is believed that a better and more responsive governance structure and stronger accountability are the main preconditions for successful tax mobilizations. The empirical tests show that in general, higher tax revenues are achieved by better quality political environment. On the other hand, ICT infrastructures seem to play a very important role in tax administration and collection systems of various countries. A significant and positive relationship between these variables is revealed by the study. Thus, we conclude from our empirical findings that ICT can play the crucial role by increasing the collection of revenues. We believe that our results can help the Indian Government for the effective and efficient collection and utilisation of public taxes. Copyright 2011): 3 ",235,196
Indian infrastructure,Modelling the relationship between information technology infrastructure and organizational agility: A study in the context of India,"Modelling the relationship between information technology infrastructure and organizational agility: A study in the context of India
Abstract
Purpose: This study aims to explore the role of Information Technology (IT) infrastructure in influencing organizational Agility.
Design/methodology/approach: The proposed model was tested using structural equation modelling [SEM] technique. The data was collected from manufacturing firms in India and it was supported by the survey responses collected via online survey tool in 2017. This paper is the outcome of the doctoral research conducted by Ms. Kalyani. It is an attempt to understand the impact of IT infrastructure on organizational agileness. Data was analysed using SEM and the research hypothesis was validated. A total of 350 respondents participated in this research. Results: It was concluded that IT Infrastructure has a positive and significant effect on organization agility. Information technology – enabled infrastructure, IT enabled business models and IT based business intelligence tools have a significant positive effects on the business agility in manufacturing enterprises",236,182
Indian infrastructure,Pop-up infrastructure: water ATMs and new delivery networks in India.,"Pop-up infrastructure: water ATMs and new delivery networks in India.
This report, authored by Ashok Khosla, is part of the Global Water Policy Project, which aims to provide a comprehensive review and analysis of water policy and practice in a series of key water-stressed countries, with support from the MacArthur Foundation and The Coca-Cola Company.",237,192
Indian infrastructure,Total factor productivity and technical efficiency of Indian manufacturing: The role of infrastructure and information & communication technology,"Total factor productivity and technical efficiency of Indian manufacturing: The role of infrastructure and information & communication technology
AbstractThis paper empirically estimates total factor technical productivity of manufacturing industries in India during 1982-2013 at the aggregate level as well as at disaggregated level. Total factor technological efficiency has been estimated by means of Malmquist index and DEA-based Malinvaud index to assess the efficiency gains in manufacturing industry and also to measure the technical change of industries. The estimates suggest that the rate of change in technical intensity of the Indian industry is 3.7 percent per annum, which implies that technical progress is being made at a relatively fast rate in Indian industries with the exception of textiles and food processing industries where technological improvement is slower. We also find evidence of efficiency gain in the manufacturing sector as the Malvintus Malindu index of aggregate technical efficiencies is rising steadily. This is further confirmed by DEA analysis, as aggregate total technical technical (2015)
Issue ()
Pages : 1-",238,190
Indian infrastructure,Deciphering the impact of anthropogenic coastal infrastructure on shoreline dynamicity along Gopalpur coast of Odisha (India): An integrated assessment with ,"Deciphering the impact of anthropogenic coastal infrastructure on shoreline dynamicity along Gopalpur coast of Odisha (India): An integrated assessment with 3D modelling
Abstract
Anthropogenic interventions on coastlines can have profound consequences on coastal dynamic processes, such as erosion and deposition rates, and beach volume variability. However, these consequences are difficult for researchers and policy-makers to evaluate and manage due to the complex interplay of processes in dynamic coastal systems. We developed a coupled 2D–3 D modelling approach to investigate the influence of a coastal protection structure on a complex coastal setting. Our approach integrates 24 years of bathymetry data and 12 years (<10m resolution) of high-resolution (>1m) topography data collected along the ~20 km long Goplpur coastline, India. The results suggest that the structure acts as a barrier, trapping waves and sediment along its northern flank during storm events, thereby increasing shoreline erosion in the area. At the same time, the southern end of the coast, without the protection wall, shows a high erosion",239,190
Indian infrastructure,Cold Chain Infrastructure for Frozen Food: A Weak Link in Indian Retail Sector.,"Cold Chain Infrastructure for Frozen Food: A Weak Link in Indian Retail Sector.
- 2nd Edition
The Cold Chain infrastructure in India is in a poor condition. It has not been able to keep pace with the growing demand for perishable food items. This is mainly because of the lack of investment from the private sector for setting up and maintaining cold chains. The report highlights the current state of cold chain infrastructure for frozen food in the Indian retail sector. Key recommendations for the government as well as the cold storage sector are provided.",240,186
Indian infrastructure,Public health infrastructure in rural India: Challenges and opportunities,"Public health infrastructure in rural India: Challenges and opportunities
In the 2013 National Rural Health Mission (NRHM), India’s National Public Health Policy – the National Health Policies, 2002, has defined public health as a “science and art of preventing, detecting and controlling diseases of public interest, promoting health and providing essential services through the organized efforts of all public and private sectors”. The NRHM, launched in […]
The post Public health architecture in India and the challenges in building it appeared first on India Development Gateway.",241,185
Indian infrastructure,Estimating the contribution of infrastructure in regional productivity growth in India,"Estimating the contribution of infrastructure in regional productivity growth in India.
In: Economic Development and Cultural Change, Jg. 54 (2007), Nr.4, S.1157-1185
ISSN: 0013-007X
Zeitschriften-/Sachen-/Personenzeichen:
- 0030-6766
Wichtige Schlagwörter: India ; Regional development - India
Abstract:The paper uses an econometric model to investigate the relative contribution to productivity and regional output growth of various types of physical infrastructure. In order to capture the impact of both direct and indirect infrastructure, a two-stage least squares – 2SLS / IV approach is used for estimating the relationship. The study is based on data for 26 states in the period spanning 1990/91 to 2003/04. We find that the direct impact is more important than the indirect impact in explaining growth",242,185
Indian infrastructure,Study of delay in execution of infrastructure projects-highway construction,"Study of delay in execution of infrastructure projects-highway construction-
The construction activity has fallen drastically in many sectors, including roads, due to the slowdown in the overall economy.
New Delhi: The government is studying the delay of several major infrastructure construction projects and has taken a slew of steps to reduce it to ensure timely completion, the Road Transport and Highways Minister Gadkari has said.The projects include the four-laning of the 11.9-km stretch of NH24 at a cost of about Rs 1,500 crore (Rs 15 billion), the construction of 3,600 km of four lanes on the national highways and the Rs.10,000-crore ""Golden Quadrilateral"".
""We will have to see what kind of delays have occurred,"" the minister told IANS after inaugurating a national convention of state transport ministers and top officials of all the state road transport corporations. [See full text]
He stressed that the government",243,190
Indian infrastructure,Patterned pogroms: Patronage networks as infrastructure for electoral violence in India and Indonesia,"Patterned pogroms: Patronage networks as infrastructure for electoral violence in India and Indonesia
This paper studies the effects of patronage networks on electoral outcomes in two cases: India, where a “winner takes all” electoral system allows the creation of a winner-take-all patronage structure that is highly conducive for the perpetration of electoral crimes; and in Indonesia which uses a multi-seat district system that makes such networks less effective. In India the electoral winner, the Indian National Congress (INC), and its allies, have a strong presence in a large number of districts. We use an original data set from the 2004 and 2014 elections which includes information on the location and composition of voters and of candidates. By comparing the spatial structure of the distribution of violence and votes, we show that the pattern of vote allocation to the INC in these states is not uniform and differs between elections, but also that it is more concentrated around the districts with higher INC support. The spatial allocation of votes for",244,185
Indian infrastructure,Investigating ICT infrastructure to develop an information society in India,"Investigating ICT infrastructure to develop an information society in India
Date2006
Author
Ramanath, K.
MetadataShow full item record
Abstract
This study is an attempt to investigate the ICT Infrastructure to build Information Society. The study was carried out in the state of Andhra Pradesh in Southern India, with the objective of understanding the extent of penetration of ICT in various spheres of society and its impact on socio-economic development. For this purpose a questionnaire survey was conducted with a sample of 200 households from the selected rural and urban areas of the State. In order to test the hypothesis a t-Test and an Analysis of variance were applied for the quantitative analysis of variables of interest.",245,193
Indian infrastructure,Economic growth in South Asia: Role of infrastructure,"Economic growth in South Asia: Role of infrastructure
Infrastructure in developing economies has been found to have a strong positive relationship with growth. This paper examines the impact of the quality of transport infrastructure, and electricity generation capacity on the growth of per capita income in 12 South Asian countries using annual time series data. The paper first estimates the effects of different components of capital stocks on economic growth and then examines how much of these effects can be explained by infrastructure. A structural model is used to identify the relative importance of each component of growth-infrastructure and the other factors such as labour, land, human capital and capital. It is found that the infrastructure stock explains a significant portion of economic performance: on average 22 percent of annual real GDP growth over the last three decades can attributed to infrastructure and 14 percent to the stock of physical capital in the economy. These findings indicate that developing Asian economies can improve their growth performance through better infrastructure development.
- R. D",246,185
Indian infrastructure,"COVID-19, Is India's health infrastructure equipped to handle an epidemic?","COVID-19, Is India's health infrastructure equipped to handle an epidemic?
As we know, that India is one of the most populated countries on this planet which has more than 1 billion people, which makes it a very difficult place to contain an outbreak as it’s very vast.
The government of India has taken many measures to combat the COVID- 19 outbreak, including a 21-day nation wide lock-down from 26th March to 17th May 2020. But the lock down has been lifted for some states like Gujarat, Delhi, Rajasthan, Maharashtra and Madhya Pradesh on 20th April 2019. And now the government lifted the lockdown for whole of country on May, 4th. (Source)
However, the virus has spread in India and the numbers have been rising rapidly in the past 10-14 days. The government has decided that there will be no more lock downs. Instead they have decided on a phased unlocking of states and sectors. This phase",247,194
Indian infrastructure,E-Governance paradigm using cloud infrastructure: Benefits and challenges,"E-Governance paradigm using cloud infrastructure: Benefits and challenges
Abstract
This study aims at understanding the benefits and barriers of cloud computing for e-governance systems. Cloud computing is a paradigm for the provision of on-demand network-based services in a multi user environment. It has been observed that cloud technology helps to improve service delivery, flexibility, scalability, reliability, and security. In this context, this study examines the role of a cloud in improving the quality of citizen services, which is the major objective for which cloud is used. The study has also analyzed the security aspects of using the services delivered by a virtual cloud environment in an e government scenario. A questionnaire survey has collected the opinions of the participants on this topic and the results are analyzed for drawing the conclusions on the subject.
Downloads
",248,190
Indian infrastructure,Infrastructuring work: Building a state-wide hospital information infrastructure in India,"Infrastructuring work: Building a state-wide hospital information infrastructure in India
Abstract
In 2007, an Indian state government embarked on an ambitious plan to build a hospital data information system, which was to include patient records and diagnostic and therapeutic information for use across all health care settings in the state. This infrastructure would also include an electronic health record that would track each patient as he/she travels across multiple facilities. In this paper, I describe the development of this infrastructure through the lens of the Infrastrucuring concept (Crawford and Dourish, 2011), drawing on the results obtained through a 5 month ethnographic field study in this hospital and through in-depth interviews with informants. My goal is to understand the social, economic and cultural forces that drive health system reform and the ways in which the infrastructure that is created by these reforms affects and is affected by them. I find the process of building this health infrastructure to be both complex and multi-dimensional.",249,194
Indian infrastructure,Removing poverty and inequality in India: the role of infrastructure,"Removing poverty and inequality in India: the role of infrastructure
Abstract:The infrastructure development in rural India is an issue of great concern. The rural population is still facing a number of problems that include poor roads, lack of water supply, inadequate drainage systems and poor health services. In the present paper, we try to identify the impact of rural infrastructure on the level of poverty in villages. We estimate the relationship between the infrastructure and the income of families in 50 selected villages of Uttar Pradesh. Our findings suggest that rural households in these villages spend more time on income generating activities due to better road connectivity and improved health facilities.
Keywords: Infrastructure; Income; Poverty in Rural India; Village level analysis
Document Type: Research Article
DOI:
Affiliations: 1: Department of Rural Development, Institute of Social Studies, Post Box No. 11, New Delhi 110 012, India
Publication date: April 15, 2013",250,182
Indian infrastructure,Status of rural health infrastructure in the north-East India,"Status of rural health infrastructure in the north-East India
- Authors:
1 Department of Community Medicine, North East Institute of Medical Sciences, Dhalai – 793 104 Meghalaya, India.
2 Department Of Community Health, Institute Of Health Management & Research, Anand, Gujarat. India e-mail: drvishnu.saxena@gmail.com
3 Department. Of Medical Education And Research. North-east Institute Medical Science. D. C. Road, N. E. I. M. S, Megha laya -793104.. Me (India).
4 DepartmentofCommunity Medicine.NorthEast Instituteof MedicalScience.Meghlaya-7 3.793.104,India e
5 DepartmentOfCommunity Health. InstituteOfHealth Management&Research.AnandGujarat.Indiae
6 Department OF Public Health, Kasturba Medical College, Manipal 576",251,189
Indian infrastructure,Infrastructure and finance: Evidence from India's GQ highway network,"Infrastructure and finance: Evidence from India's GQ highway network
The Ganga Queen (GQ), India’s national highway connecting the capital of West Bengal - Kolkata and the eastern state of Jharkhand was built as a flagship project by the government as part of its ambitious National Highways Project to connect the country' s far east, and its southernmost tip in 2020. However, in the aftermath of the project' completion, the road network was unable to meet the expectations of users and has failed to achieve the level of traffic it is capable of supporting. To address the issue, this paper uses a large-scale survey of over 1000 households on the GQL and a road-network travel cost model to assess the role of road infrastructure in household travel decisions. A number of factors are found to be important determinants of household' choice of travel mode, which are also found in a previous survey. The study highlights important differences in households' travel",252,185
Indian infrastructure,Charging infrastructure planning for electric vehicle in India: Present status and future challenges,"Charging infrastructure planning for electric vehicle in India: Present status and future challenges
In a recent paper, Sivaramakrishnan et al. (2020) have provided the details of the current status of EV charging infrastructure in the country. This is a very important issue as India is aiming to be a net-zero carbon emitting nation by 2050.
The authors have highlighted that the lack of adequate EV infrastructure is the biggest bottleneck in achieving the national goal of 40 percent of electric cars by the year 2030 [1].
This blog will provide a detailed overview of their findings in this area along with some of our observations and insights on the issues that need to address to accelerate the growth of EVs in a sustainable manner in our country in future. Our observations/insights will be based on our research on EV market in China and Taiwan, where we are working with the Government on several projects, including EV Charging Infrastructure. We would",253,182
Indian infrastructure,Infrastructure and platform anxieties in India,"Infrastructure and platform anxieties in India.
The.",254,198
Indian infrastructure,The role of FDI in Indian growth and infrastructure development,"The role of FDI in Indian growth and infrastructure development
- Authors : S. Seshagiri Rao and Surya Prakash
This study examines the role that Foreign Direct Investment (FDI) has played in India’s industrial growth as well as in infrastructure investment. We argue that F.D.I. plays a key role in the growth process in that it is responsible for the transfer of technology, capital and management expertise. However, the extent of impact of capital inflows from FDR in investment decisions of the domestic firms, as measured by the capital-output ratio, is very limited. This is particularly true in case of infrastructure investments.
Key words: Indian economy, Fdi and growth, Infrastructure, Capital-Output Ratio",255,190
Indian infrastructure,Physical infrastructure and development of secondary sector: an econometric analysis for six states in India,"Physical infrastructure and development of secondary sector: an econometric analysis for six states in India
The study focuses on the role of physical infrastructure in development, using secondary data on 24 states of India. It examines the extent to which infrastructure investment is an important determinant of growth at state level. The analysis shows that states which invest more in physical infrastructures are likely to see higher rates of economic growth, but that the impact of infrastructure on economic development is not uniform across states, with some states being more responsive than others to infrastructure-induced growth. Further, the analysis reveals that infrastructure investments are more likely in states whose growth rates have been higher, indicating a ""catalytic"" effect. In the absence of a strong catalytic effect, investments in infrastructure are not sufficient to induce growth and that a higher level of investment would be required. ()
Pages: 41-59
This item is provided by University of the Free State, Department of Economic and Business Sciences in its series",256,181
Indian infrastructure,"Sanitation in Mumbai's informal settlements: State,'slum', and infrastructure","Sanitation in Mumbai's informal settlements: State,'slum', and infrastructure
Date2016-11
Languageen
TypeJournal Article
AccessibilityOpen Access
MetadataShow full item record
Citation
Narain, M. 2017. Sanitation and the state in informal urban settlements in India, Environment and Urbaniza-tion, vol.29:3 pp.381-396
Permanent link to cite or share this item:
Abstract/Description
This paper examines the role of the government and other actors in the provision of sanitation facilities in urban informal areas in Greater Mumbai, India. In doing so it highlights the multiple layers of governance through which this provision takes place. It focuses upon the ways in which the ‘state-in-itself’, the slum-dwellers’ (self-organised)'state in-between' and ""slums as the site of politics' all intersect to produce and sustain the current state of affairs in terms of access to and use of water and sanitation,",257,196
Indian infrastructure,Health care infrastructure in the rural areas of North-East India: Current status and future challenges,"Health care infrastructure in the rural areas of North-East India: Current status and future challenges
- Source:
-.
The authors have declared that no competing interests exist.
Introduction
There is a growing concern for the poor access of health care services to the people living under extremely poor conditions. The poor people are not able to access primary health facilities due to poor infrastructure, lack of human resources, inadequate supplies and poor referral mechanism. A poor health infrastructure can be defined as the “lack of adequate physical resources and human resource to provide adequate health services in a given population” [1]. The health system should be able not only to ensure health of all but also to promote healthy life – long and productive population. Health care facilities should not be restricted to hospital based services and should reach the community through primary, secondary, and tertiary levels. In this context health is defined in terms of physical, mental and social dimensions.Health should promote social justice. It is important to note that the health status of a community is not determined solely by the physical health",258,198
Indian infrastructure,Risk evaluation of electric vehicle charging infrastructure using Fuzzy AHPa case study in India,"Risk evaluation of electric vehicle charging infrastructure using Fuzzy AHPa case study in India
- 6,00 руб.
Об авторе
Ramesh Kumar, PhD, is an Associate Professor and Assistant Director of the Industrial Engineering Department at the Indian Institute of Information Technology Allahabad. Before joining the IIIT Allahabad, he worked as a research scientist at Indian Space Research Organization, Ahmedabad. He is the recipient of Young Scientist Award, the prestigious National Science Day Young Scientists Award. His research interests are in the field of optimization of operations, supply chain management and decision making under uncertainty.",259,187
Indian infrastructure,Information infrastructure and use of electronic media in Indian libraries,"Information infrastructure and use of electronic media in Indian libraries : a cross-section survey among selected public libraries
Author
Ghosh, Arindam
MetadataShow full item record
Abstract
The present survey study explores the use and impact of information infrastructure in public library settings to facilitate effective and efficient management and to meet information needs of users. The objective of the survey was to find the information resources used by the libraries; to identify the types of services provided by public Indian library; and identify and analyse the barriers to information seeking behaviour of public users in the selected libraries of West Bengal. A total of 60 questionnaires were sent to the public librarians in selected 18 libraries in West Benga l, and the responses to 53 (88.3 %) questionnaires have been analysed for the study, which was conducted from December 2006 to January 7 00 07. 3 of these 20 were urban libraries, 13 were rural libraries and ",260,187
Indian infrastructure,Feasibility of implementing IPD approach for infrastructure projects in developing countries.,"Feasibility of implementing IPD approach for infrastructure projects in developing countries.
Abstract
This paper provides an assessment of the feasibility of applying the IPDP for developing nations. We examine the main features and advantages of using the International Public Development Partnership (IPDP) approach by looking at four different aspects of project development - the institutional environment, the technical and legal framework, financing issues and the role of international development agencies. Our analysis focuses on four projects located in four developing states: the Greater Phnom Penh Water Supply Project in Cambodia, a wastewater treatment project in Mexico, water supply project for the city of Târgovişte in Romania, and rural water project located at Tepic, Mexico. This paper is based on the findings of interviews with key informants, documents, studies carried out in the field of developing country public projects and published literature.",261,197
Indian infrastructure,The rainbow metaphor: spatial data infrastructure organization and implementation in India,"The rainbow metaphor: spatial data infrastructure organization and implementation in India
Abstract
Rainbow metaphors are used frequently in the literature to describe the structure and dynamics of spatial information management systems. In India, the implementation of a national spatial database, called the National Spatial Data Infrastructure (NSDI), is currently taking place. The implementation process has been characterized by many of the features that characterize the use of rainbow metaphors. We describe in this paper how we observed the metaphor in use during the process of NSDI implementation. Our observations of this system are based on the work of other authors on NDSIs, and on an analysis of documents that describe and describe implementation plans. As a result of our observations, we discuss a number of characteristics and processes that appear in NSSDI implementation that we describe as the rainbow characteristics of implementation, based primarily on work by Gatre and Gogte in their studies of national databases for water resources and rural development in Maharashtra, India.",262,182
Indian infrastructure,The overseas citizen of India and emigrant infrastructure: Tracing the deterritorializations of diaspora strategies,"The overseas citizen of India and emigrant infrastructure: Tracing the deterritorializations of diaspora strategies
By : Ramesh C. Vankayala
The concept of ‘diasporas’ in the international relations literature has evolved from a narrow conception of migrants who have left their country of origin to become “a community of people whose common characteristic [is that] they are dispersed and live in foreign countries.” 1 However, with the proliferation of transnational migration flows, the notion of the diaspora has expanded to incorporate a variety of migrant groups with different experiences, including migrant workers, students, tourists, and others.
With the rise in global migration, a new category of citizen has emerged, that of an overseas (or em) citizen, or overseas person. In this essay, I trace how the concept – and its associated terminology — of overseas citizens and overseas persons has become a central feature of global governance and policy. I also highlight how overseas individuals are increasingly becoming the subjects",263,187
Indian infrastructure,Urban transport crisis in India,"Urban transport crisis in India. The Indian urban population is expected to increase from the present 35.5% to about 40% over the next two decades, and 60 percent over 2040. This population will be concentrated in large cities, which are already facing severe congestion and pollution problems. As of 2015, the urban mass transit share in the total urban transport share is only 7.4%.
India has been facing a major urbanization challenge over last two centuries. It is projected to have a population of over a billion people, mostly living in urban centers by 2050; which is about one-third of the estimated global urbanized population.
According to UN estimates, by the year 2030, one in four people on Earth will live in a city. By 2025 it is estimated that over half of all Indians will reside in cities with a majority of them being in slums and other non-slum settlements. With rapid urbanisation comes the problem of",264,199
Indian infrastructure,"Industrial symbiosis potential and urban infrastructure capacity in Mysuru, India","Industrial symbiosis potential and urban infrastructure capacity in Mysuru, India
- Publication Type:
 5-6 pp.
Files in This Item:",265,196
Indian infrastructure,Governance Issues in GIS Infrastructure in India,"Governance Issues in GIS Infrastructure in India
Abstract - GIS technology was introduced in the Indian scenario as a part of the Government Information Infrastructure (GII). This is a network of computers that can communicate with each other. It is used by the users to get information stored in any one of these computer systems. The Indian Government is in process of establishing a GIS-GIS based infrastructure for the entire nation. This infrastructure is being designed for data collection and storage of data in computer. GIS infrastructure can help in decision making, planning in different areas such as agriculture, health, education etc.
In this paper, the authors present an overview of GIS related policy in our country. We have discussed issues related to GIS in infrastructure management. Finally we present our opinion on how GIS can be effectively and efficiently implemented in a large country like India.",266,180
Indian infrastructure,Risk Analysis of Infrastructure Projects: A Case Study on Build-Operate-Transfer Projects in India.,"Risk Analysis of Infrastructure Projects: A Case Study on Build-Operate-Transfer Projects in India.
- Authors / Editors
Citations
Full text
1.",267,181
Indian infrastructure,A study on fundamental analysis of Indian Infrastructure Industry,"A study on fundamental analysis of Indian Infrastructure Industry and its future prospects.
The research is an attempt to understand the current status and the growth prospects
of infrastructure industry in India. It is based on secondary information
gathered from the Internet, newspapers, and journals. An effort was taken to
identify the drivers and restraints of the industry. This study also provides
an insight into the infrastructure development projects that the government
and private sector has undertaken. The study identifies the major players and
their contribution in the development of infrastructure.",268,183
Indian infrastructure,Public health is infrastructure for human development,"Public health is infrastructure for human development
The first step towards improving our public health infrastructure is to create public policies that support the health of all. This requires a fundamental shift to ensure all people and communities have access to basic resources such as food, water, adequate housing and education.
Public policy and systems must ensure that all children, no matter their race, income, ethnicity, gender identity, immigration status or geographic location, have an opportunity to succeed in life. Public policies must address structural inequities and the underlying drivers of health inequity to improve health and well-being.",269,185
Indian infrastructure,Rural infrastructure and growth in agriculture,"Rural infrastructure and growth in agriculture are essential to India’s economy and to the health and welfare of the 1.1 billion people living on its farms, said Agriculture Secretary Thomas J. Vilsack at an agricultural conference here.
He was responding to a question at the India Economic Forum about the role his department and other agencies in the U.S. play in helping India expand its rural infrastructure, as well as how the Indian government will finance that infrastructure. In his remarks, Vailsack noted that the United States was working with India to help it achieve the goal of doubling agricultural production by 2022, and that U. S.-based agribusinesses had an opportunity to be part of that growth. “We have a lot at stake in India,” the secretary said. But he noted the country’ s need to make sure it had the infrastructure in place to support that kind of growth, including roads and water systems, storage facilities",270,189
Indian infrastructure,Do infrastructure and quality of governance matter for manufacturing productivity? Empirical evidence from the Indian states,"Do infrastructure and quality of governance matter for manufacturing productivity? Empirical evidence from the Indian states
AbstractThis paper explores the role of public investments and infrastructure quality on manufacturing sector productivity growth in Indian state level data, using a production function framework. A two stage econometric framework is proposed to identify the effect of various public investment programs and the level of infrastructure services on the rate of growth of manufacturing production at the state and district level. The results of the analysis reveal that public infrastructure investments (especially in the areas of water supply, electricity and roads) have a positive and significant association with total factor productivity at district 2004-06.
Length: 32 pagesLength(1): $0:
- D.S. Prasad & S.K. Datta, 1998. ""Productivity and Economic Reforms: Issues in Manufacturing,"" Working Papers id:1047, eSocialSciences.info.",271,196
Indian infrastructure,India's recent infrastructure development initiatives: A comparative analysis of South and Southeast Asia,"India's recent infrastructure development initiatives: A comparative analysis of South and Southeast Asia
Abstract
This paper attempts to understand and compare two of India’s largest, and fastest growing, infrastructural programmes - namely (1) Bharat Net, which aims to provide broadband connectivity to every panchayat – and ‘Digital Villages’, which will ensure digital services to all villages, in South Asian and East Asian countries. While these programmes have been implemented on different timelines, with the former having a headstart, both share similarities as they aim to connect the unconnected and are also aimed at rural areas. This paper aims at identifying the similarities and differences between the two programmes with a special focus on issues related to technology and infrastructure, funding, institutional framework, project implementation, as well as their outcomes with regard to the rural population.
Keywords: Digital infrastructure in Asia, Digital divide and inclusion, Public Private Partnerships in infrastructure
Introduction
India is undergoing an infrastructral revolution",272,182
Indian infrastructure,"Delays and cost overruns in infrastructure projects: extent, causes and remedies","Delays and cost overruns in infrastructure projects: extent, causes and remedies
Download Record
Author
Bergman, John M.
Date2004-06
Advisor
Lipford, Charles
MetadataShow full item record
Abstract
The U.S. Department of Homeland Security estimates $100 billion in transportation, power and telecommunication infrastructure is needed to protect the U,S from natural disasters, terrorist attacks and other catastrophic events. In recent years, these infrastructure programs have been delayed and exceeded cost estimates. This study seeks to answer why delays and overrides occur in these projects. It also seeks ways to minimize their impact on the nation's ability to maintain its infrastructure systems and enhance homeland security....
A model for analyzing and improving the performance of critical national infrastructure during a disaster situation. Hudzik, James (Monterey, California: Naval Postgraduate School, 2001-09);This paper discusses the current performance and future potential of the Nation' s",273,189
Indian infrastructure,"Assessing the role of ICT, governance, and infrastructure on inbound tourism demand in India","Assessing the role of ICT, governance, and infrastructure on inbound tourism demand in India (2019)
View/
Open
Type of Material
Conference Paper
- Format:
-.
Repository Staff Only: item control page",274,192
